Age,Gender,AnnualIncome,NumberOfPurchases,ProductCategory,TimeSpentOnWebsite,LoyaltyProgram,DiscountsAvailed,PurchaseStatus
40.0,Female,36167.89187006633,20.0,Electronics,49.71060206951388,No,2,No
52.0,Male,69898.28375129572,12.0,Clothing,43.32499366971543,No,4,Yes
57.0,Female,112561.8226430015,8.0,Electronics,18.0590663867069,Yes,0,No
64.0,Female,132261.17792689087,13.0,Beauty,35.30578292778883,No,1,No
43.0,Male,45897.9857362269,1.0,Sports,24.79849399655484,No,2,No
41.0,Male,70461.54179650941,11.0,Home Goods,40.9832109259442,Yes,1,Yes
65.0,Female,26529.38149031659,18.0,Beauty,6.586178439782908,No,4,No
68.0,Female,30007.330718445613,19.0,Beauty,9.673882339086935,Yes,5,No
19.0,Female,24590.47614223108,1.0,Beauty,14.971057541914629,No,5,No
38.0,Male,115929.2611360233,20.0,Beauty,44.229310848377615,No,5,Yes
53.0,Female,30017.576287463053,14.0,Beauty,35.3520094793526,No,4,No
64.0,Male,112523.96474698634,9.0,Sports,16.40067510061504,Yes,4,Yes
70.0,Female,86224.87665947266,13.0,Electronics,56.32202617637893,No,2,No
21.0,Female,36652.447027606,16.0,Sports,44.28492758150246,Yes,2,Yes
58.0,Female,143569.03683620645,20.0,Clothing,53.43604449201496,No,4,Yes
56.0,Male,95610.89808859516,5.0,Sports,35.65351968333865,No,1,No
32.0,Male,88939.27732239058,18.0,Clothing,31.73226117934007,Yes,1,Yes
18.0,Female,34941.28961774369,4.0,Clothing,51.11840136578476,No,1,No
22.0,Male,37476.56682305584,2.0,Clothing,13.2883828340592,No,3,No
64.0,Male,130545.2401455864,18.0,Home Goods,40.64659213769602,No,3,Yes
68.0,Male,21910.140525144,10.0,Clothing,27.688829270244256,Yes,1,No
39.0,Male,126226.65846202608,19.0,Home Goods,20.842177570411238,No,3,Yes
44.0,Female,121888.77952293394,18.0,Home Goods,23.25354871527037,No,2,No
70.0,Female,86446.78810083987,2.0,Clothing,27.1783853747504,Yes,2,No
50.0,Male,136101.72667540394,13.0,Clothing,55.20609098345084,No,2,No
43.0,Female,114767.53801525614,12.0,Home Goods,50.4096027952493,No,2,No
25.0,Male,72231.24408506215,0.0,Home Goods,16.826771176416337,Yes,3,Yes
60.0,Male,54492.39788221071,14.0,Home Goods,18.10556099534869,No,4,No
65.0,Female,55499.20529646561,20.0,Sports,12.778099651935134,No,5,No
31.0,Male,51356.18948794039,13.0,Sports,32.94039566537178,No,1,Yes
52.0,Female,149123.1520049853,8.0,Beauty,47.40842477905888,No,2,No
38.0,Female,56530.58485813277,9.0,Beauty,43.55224358243608,Yes,5,Yes
57.0,Female,79069.05349279492,8.0,Sports,43.22162230133536,No,2,No
55.0,Female,37596.03069609912,18.0,Clothing,42.4228714461853,Yes,4,Yes
40.0,Female,31322.05968345029,20.0,Clothing,9.333378183566882,No,2,No
65.0,Male,57988.36996004671,5.0,Electronics,49.279730056923526,No,3,No
46.0,Male,84195.82525940074,12.0,Clothing,13.355642578489402,No,3,No
43.0,Male,101042.7745607272,14.0,Sports,1.596751467989313,No,5,No
28.0,Male,114836.06972481158,20.0,Clothing,4.121538562969199,No,2,No
49.0,Female,135205.45146045968,20.0,Beauty,6.459184707636429,No,0,No
32.0,Female,58387.76422623263,15.0,Clothing,36.43579112204377,Yes,5,Yes
69.0,Female,120245.96606074524,13.0,Sports,33.5869683450824,No,2,No
40.0,Male,136232.2593293226,0.0,Sports,4.728108477196455,No,3,No
34.0,Female,102069.98190195853,16.0,Sports,41.1183308952732,Yes,5,Yes
26.0,Female,107903.08306980642,7.0,Home Goods,20.97806251764532,No,1,No
68.0,Male,102507.2655230124,6.0,Electronics,52.12061273169345,No,1,No
64.0,Male,72985.9471145962,1.0,Clothing,50.15830792734178,No,4,No
44.0,Female,85798.44216923173,9.0,Electronics,20.955627071719807,No,3,No
18.0,Male,29053.349261112744,17.0,Clothing,35.68623716879406,No,3,Yes
47.0,Male,73287.63566051747,9.0,Electronics,57.5859702946618,No,3,Yes
53.0,Male,55997.58335911516,17.0,Home Goods,13.401326154411937,Yes,1,No
50.0,Female,76422.5176026038,12.0,Sports,15.679026761435727,Yes,4,Yes
51.0,Male,85052.14894232617,12.0,Sports,30.481310586691347,No,4,Yes
33.0,Male,79662.26715758664,4.0,Sports,36.7930302567762,Yes,2,No
53.0,Female,21575.700703706127,10.0,Sports,59.90080663768644,No,1,No
52.0,Male,79310.74616422047,3.0,Home Goods,11.409946457750667,No,0,No
27.0,Male,145689.9149739071,18.0,Sports,22.548447649156035,No,3,Yes
40.0,Male,30850.331048619828,7.0,Beauty,35.510922744744576,Yes,4,Yes
39.0,Male,98812.88190762707,3.0,Home Goods,46.30470545438897,Yes,5,Yes
20.0,Male,76422.72645213865,13.0,Sports,41.93871558397535,Yes,1,No
69.0,Female,41411.82594619847,16.0,Beauty,37.80087983916815,Yes,5,Yes
57.0,Male,86801.08034687981,7.0,Electronics,24.02698661112505,No,5,No
52.0,Female,34798.99115195818,5.0,Clothing,6.524340706684125,Yes,1,No
31.0,Male,122381.3811616413,1.0,Home Goods,42.81915662946309,No,4,Yes
56.0,Female,48679.553852457466,17.0,Clothing,10.110529694813566,No,3,No
45.0,Male,103533.4759395749,5.0,Beauty,27.53094165383948,No,4,No
53.0,Male,99329.26943209337,3.0,Home Goods,54.79194305215633,Yes,0,No
38.0,Female,30549.39320971109,0.0,Electronics,54.24998477573424,No,2,Yes
21.0,Female,82574.73971259207,9.0,Electronics,24.667730200016056,No,0,No
37.0,Male,122519.94540741284,5.0,Beauty,21.34141624709257,No,5,No
66.0,Male,41090.34275172232,3.0,Clothing,16.37983430669502,No,5,No
54.0,Male,97162.92159924218,11.0,Home Goods,32.24478816204781,Yes,1,Yes
36.0,Male,123789.44426738584,2.0,Clothing,54.07125314068228,No,5,Yes
21.0,Male,73640.83931032108,3.0,Beauty,31.359145630549605,No,3,Yes
47.0,Female,58647.802739953375,6.0,Electronics,47.64348560877816,No,5,No
24.0,Male,94343.39525953426,2.0,Beauty,40.19602262973525,Yes,2,Yes
32.0,Male,134714.12789295404,7.0,Clothing,16.707658588429805,No,2,No
22.0,Male,147050.02803889549,2.0,Electronics,29.4551881157764,No,2,No
50.0,Male,81923.64532914283,5.0,Electronics,33.09776795237996,No,4,No
27.0,Male,120479.79264389497,19.0,Home Goods,15.743368779423108,No,1,No
43.0,Female,147283.6419419701,12.0,Electronics,48.01483264629528,No,3,Yes
22.0,Male,87622.08600039766,2.0,Clothing,24.942913439816024,No,2,No
48.0,Male,35383.70482004035,10.0,Clothing,53.03655775329584,No,3,No
66.0,Female,141127.98352626612,0.0,Clothing,1.1288644285776774,No,3,No
41.0,Female,108740.23875904232,8.0,Clothing,37.69854213972985,No,0,No
58.0,Female,122052.1506988174,17.0,Sports,21.254757182548715,No,2,No
39.0,Female,106829.59984447152,9.0,Electronics,44.36654279720083,No,1,Yes
68.0,Male,63219.300429332565,20.0,Home Goods,55.69324544598309,Yes,4,Yes
63.0,Male,73773.54773942259,7.0,Beauty,4.540483362751696,Yes,3,Yes
27.0,Male,56955.632080577176,3.0,Clothing,50.36705148248336,No,0,No
66.0,Male,60536.09730108375,16.0,Home Goods,55.95726056320416,Yes,0,Yes
42.0,Male,42778.83037375756,17.0,Beauty,59.98534224231362,No,3,No
44.0,Female,126873.41087802932,7.0,Sports,23.24345500556593,No,4,No
70.0,Male,115856.42006041396,9.0,Home Goods,19.04299716573617,No,3,No
39.0,Female,84715.62604445772,9.0,Electronics,56.51169978218783,No,4,Yes
49.0,Male,118377.69573952256,19.0,Sports,7.829842728533153,Yes,5,Yes
38.0,Female,101457.02644211732,14.0,Sports,57.65286627058666,No,3,Yes
61.0,Male,109107.7048188472,13.0,Home Goods,4.43483321244504,Yes,4,Yes
23.0,Male,97095.76344428194,13.0,Sports,24.56650446282041,Yes,3,Yes
43.0,Male,63450.981430487904,13.0,Beauty,3.029789298754036,No,1,No
36.0,Male,44193.18432001605,17.0,Beauty,11.49515946533548,No,0,No
69.0,Female,125530.07245171788,14.0,Clothing,25.985438545710632,Yes,4,Yes
29.0,Male,145204.9645065926,4.0,Sports,47.2720066590963,No,4,Yes
54.0,Female,142288.30186499428,15.0,Beauty,9.585520722858073,Yes,5,Yes
66.0,Female,124832.47024026912,11.0,Beauty,39.3566801817336,No,3,Yes
42.0,Male,109457.51179125048,1.0,Home Goods,5.176694724659292,No,4,No
50.0,Male,37571.61759012696,13.0,Home Goods,28.35370238626354,No,2,No
21.0,Male,76396.26454494885,18.0,Home Goods,52.572437963524,Yes,5,Yes
35.0,Male,20996.324244399293,0.0,Home Goods,15.22279640554746,No,4,No
19.0,Female,28862.400220114163,19.0,Beauty,49.6770838294252,No,4,Yes
45.0,Female,135727.95034270268,14.0,Home Goods,40.91185646605225,Yes,0,Yes
40.0,Female,116574.59417683206,10.0,Home Goods,5.501844796270693,No,4,Yes
18.0,Female,61002.896447241656,0.0,Home Goods,46.83673114408749,No,1,No
27.0,Male,106996.0341819502,1.0,Sports,58.884759846297065,No,5,Yes
23.0,Female,23035.77252266417,17.0,Electronics,53.42988471635452,No,2,No
64.0,Female,62207.87049570779,2.0,Electronics,41.9379265506682,No,0,No
42.0,Male,76224.72418291715,9.0,Sports,24.479660436464677,No,4,No
38.0,Female,30519.506796662783,4.0,Sports,59.89379455227144,No,3,No
45.0,Female,129459.811875708,1.0,Home Goods,41.45345320664676,No,3,No
25.0,Female,60735.22928606861,8.0,Sports,21.58335457971213,No,5,Yes
32.0,Female,51451.11844101884,4.0,Sports,32.86467999340955,No,4,Yes
18.0,Female,118931.03005440097,1.0,Home Goods,33.43139220573812,Yes,0,Yes
48.0,Female,146863.58813830698,6.0,Electronics,17.759444953385312,No,2,No
20.0,Female,59303.32241569419,18.0,Clothing,6.569451078327691,No,4,Yes
39.0,Female,140524.38175159553,13.0,Home Goods,53.38243743297993,No,5,Yes
57.0,Female,79069.05349279492,8.0,Sports,43.22162230133536,No,2,No
28.0,Male,53070.90550944011,0.0,Clothing,18.854767792796544,Yes,2,No
70.0,Male,126922.47327246692,12.0,Home Goods,41.176244192811,Yes,4,Yes
43.0,Male,89293.75274199819,10.0,Sports,57.24566595985667,Yes,4,Yes
70.0,Male,123568.5816348784,5.0,Beauty,31.13029608238376,Yes,0,No
18.0,Female,24995.42536510225,15.0,Beauty,30.336522506179747,Yes,2,Yes
59.0,Female,86588.84970564768,6.0,Clothing,3.8366591407005615,No,2,No
38.0,Male,144269.4477641915,17.0,Clothing,34.15493848960112,No,4,Yes
68.0,Male,134789.1972278705,3.0,Electronics,5.462191466238418,No,3,Yes
65.0,Male,65922.68310526834,15.0,Beauty,34.861819031255955,Yes,0,Yes
50.0,Male,113878.62060926776,15.0,Electronics,32.954218445110726,No,5,Yes
22.0,Male,29992.069785901254,1.0,Clothing,,Yes,4,No
48.0,Female,130295.2992817682,19.0,Beauty,57.51681246722325,Yes,2,Yes
52.0,Male,46909.03519699548,7.0,Electronics,30.447410828348783,No,3,No
65.0,Male,100913.77340357956,17.0,Clothing,56.92394307794506,Yes,4,Yes
53.0,Male,55985.86001286975,15.0,Beauty,53.24800717155225,No,5,Yes
51.0,Female,30094.413507308655,15.0,Clothing,40.28560820676036,No,1,No
51.0,Female,78415.46646515347,9.0,Clothing,47.99065440273076,No,4,Yes
28.0,Male,55151.12722998832,17.0,Clothing,34.01739448303871,Yes,0,Yes
37.0,Female,104411.90219499462,3.0,Sports,5.621296253803888,No,5,Yes
61.0,Male,81997.0138408361,1.0,Beauty,36.99255738200734,No,4,No
33.0,Male,33082.87220805933,15.0,Home Goods,7.901999736730198,Yes,1,No
61.0,Female,28540.33166406755,3.0,Sports,40.10435823187616,Yes,0,No
57.0,Male,135943.3788253955,9.0,Sports,13.191947908610612,No,3,No
18.0,Male,86356.22357055018,11.0,Clothing,35.40099338090647,Yes,0,Yes
25.0,Male,111342.39050111712,18.0,Clothing,44.992071618709616,No,2,Yes
43.0,Female,147555.02879133506,17.0,Sports,52.52534152220597,No,5,Yes
68.0,Male,136365.30629184973,6.0,Home Goods,2.947704218119308,No,0,No
43.0,Male,101042.7745607272,14.0,Sports,1.596751467989313,No,5,No
30.0,Male,130105.95104691786,16.0,Home Goods,27.17509917911577,No,1,No
50.0,Male,41425.926044826825,6.0,Electronics,29.865092824238697,Yes,2,No
56.0,Female,115264.20081961258,6.0,Clothing,57.21722896106448,No,3,Yes
24.0,Female,142778.31575025944,19.0,Sports,45.54856447415479,Yes,4,Yes
67.0,Male,110024.06746699927,8.0,Beauty,31.66141683787224,No,5,Yes
50.0,Female,109555.0892665118,20.0,Electronics,1.2184420031125942,Yes,3,Yes
30.0,Female,64611.75591244557,12.0,Clothing,40.71356953934719,No,2,Yes
56.0,Female,87768.48619503806,4.0,Clothing,22.018743781623023,No,3,No
60.0,Male,84072.39597816806,4.0,Sports,23.197533323310275,No,2,No
57.0,Female,57765.58573728465,9.0,Beauty,30.354229645619714,Yes,3,Yes
30.0,Male,55902.04251671693,19.0,Clothing,25.26848712954297,No,4,Yes
35.0,Female,126987.89465542976,6.0,Sports,44.66105020933456,No,3,No
29.0,Female,67976.89282891915,16.0,Sports,57.39828717090276,No,3,Yes
37.0,Female,125816.13503578244,14.0,Sports,27.322806130973003,No,4,Yes
22.0,Male,115866.38993379312,16.0,Sports,37.65236529832987,Yes,2,Yes
27.0,Male,90753.0155947807,20.0,Home Goods,51.66636951094185,No,5,No
43.0,Male,144286.12866955128,5.0,Sports,38.391491144229846,No,4,No
29.0,Male,127092.74994876832,7.0,Sports,55.96789573578212,No,3,Yes
49.0,Male,97118.80411395997,0.0,Sports,52.05237899286045,No,1,No
34.0,Female,58300.52152500511,17.0,Beauty,9.10089913335466,Yes,1,Yes
29.0,Female,116187.53569970097,2.0,Clothing,56.77311537484657,Yes,3,Yes
40.0,Male,87520.16173551185,15.0,Electronics,50.80696785362082,Yes,1,Yes
25.0,Male,40658.061797015966,18.0,Beauty,4.287951156358083,No,4,No
51.0,Female,61286.28338394516,4.0,Electronics,15.05435669306135,No,0,No
32.0,Male,113515.97090799062,5.0,Electronics,,Yes,2,Yes
48.0,Male,38537.23873064814,3.0,Sports,4.684212223461524,No,0,No
36.0,Female,117347.42380522985,16.0,Home Goods,12.308607810986183,No,3,Yes
65.0,Female,55499.20529646561,20.0,Sports,12.778099651935134,No,5,No
38.0,Male,66615.19999823351,14.0,Clothing,27.072562853756622,No,2,No
42.0,Female,27417.11374966306,19.0,Clothing,52.26858719623288,No,0,No
58.0,Male,85760.85008373777,18.0,Beauty,27.507198270442338,Yes,1,No
53.0,Male,29230.99638932321,19.0,Clothing,30.10356881297504,No,0,No
50.0,Male,41425.926044826825,6.0,Electronics,29.865092824238697,Yes,2,No
50.0,Male,90082.29185568112,11.0,Clothing,46.92201451498596,No,3,Yes
56.0,Female,48679.553852457466,17.0,Clothing,10.110529694813566,No,3,No
29.0,Female,38095.571174940414,14.0,Beauty,49.68967133247868,Yes,4,Yes
23.0,Male,126812.79670236132,15.0,Clothing,17.17567822266571,No,1,No
30.0,Male,35795.178919119346,18.0,Electronics,4.226897299999791,No,1,No
40.0,Female,36414.41640338536,8.0,Clothing,48.522510699394616,No,5,No
66.0,Male,143685.8753470382,14.0,Beauty,52.594031093734905,No,2,No
33.0,Male,79564.29527592604,3.0,Electronics,26.970639393134395,No,5,No
42.0,Male,46061.68701869236,5.0,Electronics,9.289930883407004,Yes,0,No
20.0,Male,44443.215500004095,9.0,Home Goods,11.46373033792483,Yes,0,No
25.0,Male,40658.061797015966,18.0,Beauty,4.287951156358083,No,4,No
67.0,Male,80311.07898560326,18.0,Clothing,32.979597110316405,No,5,Yes
54.0,Male,120704.95905355364,15.0,Sports,30.11099532439032,Yes,1,Yes
46.0,Male,38573.87497412352,9.0,Beauty,58.25587438416175,No,4,No
42.0,Female,35626.93978567491,19.0,Home Goods,54.63469003090716,Yes,0,No
30.0,Female,131433.30340983788,1.0,Sports,8.40934405989948,No,0,No
50.0,Male,74383.40233329641,13.0,Clothing,52.09536825015686,No,2,No
21.0,Male,85774.52800554111,9.0,Home Goods,44.50500534980961,No,1,Yes
67.0,Male,73836.86782876051,0.0,Beauty,35.36949286900342,No,1,No
38.0,Male,132143.26124939328,14.0,Electronics,42.5463578154867,No,4,Yes
64.0,Female,74941.7956117692,2.0,Beauty,49.6318111694496,Yes,2,No
48.0,Female,66830.40944405562,0.0,Electronics,17.919245775915137,No,3,No
58.0,Female,133454.93256299823,5.0,Beauty,58.95310759526028,No,3,No
46.0,Male,50866.35088872482,19.0,Electronics,59.7415245177397,Yes,0,Yes
68.0,Male,104526.14201175992,8.0,Electronics,42.272521199315904,No,0,No
66.0,Female,117249.51332583916,3.0,Sports,7.326121258300759,No,2,No
56.0,Female,106914.44407397884,13.0,Clothing,58.35268079299888,Yes,0,Yes
65.0,Female,131818.16013542656,0.0,Home Goods,14.021245412334771,Yes,1,No
24.0,Male,35990.42836608693,11.0,Clothing,3.1960805695904204,No,2,No
20.0,Male,53787.64730156827,12.0,Clothing,36.51689982549269,No,3,Yes
45.0,Female,145322.2629253013,16.0,Beauty,34.37060813713456,No,0,No
40.0,Male,71551.97865869521,10.0,Beauty,32.60394364195861,No,3,Yes
49.0,Male,87170.79007941482,3.0,Sports,11.35920688044236,No,0,No
61.0,Female,33701.11835401468,6.0,Electronics,27.8523296309334,No,2,No
36.0,Male,42558.186948246126,9.0,Clothing,14.157579588490249,No,2,No
56.0,Female,59513.0321612941,15.0,Home Goods,11.061744884995328,Yes,3,Yes
64.0,Female,145821.80452985398,1.0,Electronics,16.27873469647354,No,1,No
25.0,Male,79992.07040121543,20.0,Beauty,18.696370898085757,No,1,No
29.0,Male,92161.0434092972,12.0,Sports,3.725592508896101,No,5,Yes
26.0,Female,57555.04205819154,7.0,Sports,44.99829028720018,No,2,Yes
66.0,Female,69452.07136615325,12.0,Electronics,40.177948953567736,No,1,No
46.0,Male,20001.5125181976,4.0,Home Goods,8.372437398957064,Yes,4,No
56.0,Female,29250.577072546264,18.0,Sports,3.942010013156553,No,2,No
44.0,Female,23308.20878774761,1.0,Electronics,7.047283422163556,Yes,1,No
35.0,Female,134345.6411436988,6.0,Electronics,3.189685877775834,Yes,4,Yes
28.0,Female,119388.6133051133,4.0,Clothing,39.27537319366832,Yes,5,Yes
